id,sku,name,description,tamanho,cor,modelo,acabamento,tipo
1128,B9102,Placa para Gravação com Madeira,Placa em madeira para gravação personalizada. Dimensões: 20x15 cm.,20x15 cm,"","","",""
1129,B9105,Placa para Gravação com Madeira,Placa em madeira para gravação personalizada. Dimensões: 21x15 cm.,"","","","",""
1130,B9106,Placa para Gravação com Madeira,Placa em madeira para gravação personalizada. Dimensões: 21x15 cm.,"","","","",""
1133,A421T/25,Placa Com Suporte  Casamento,Placa para gravação personalizada. Dimensões: 9x13 cm. Ideal para celebrações de casamento 25 Anos.,9x13 cm,"",25 Anos,"",""
1139,A211CR,Moldura Criança,Moldura com design elegante para exposição de fotografias. Dimensões: 10x15 cm. Peça ideal para oferta a crianças.,10x15 cm,"","","",""
1141,A231P,Porta-Chupeta,"Porta-Chupeta com acabamento PVD. Peça com acabamento cuidado, ideal para oferta ou decoração.","","","","",""
1142,A231T,Talher de Criança,"Talheres com acabamento PVD com acabamento cuidado, apresentados em estojo. Peça ideal para oferta a crianças.","","","","",""
1143,A231B,Moldura Criança,Moldura com acabamento PVD com design elegante para exposição de fotografias. Dimensões: 13x18 cm. Peça ideal para oferta a crianças.,13x18 cm,"","","",""
1144,A231C,Moldura Criança,Moldura com acabamento PVD com design elegante para exposição de fotografias. Dimensões: 10x15 cm. Peça ideal para oferta a crianças.,10x15 cm,"","","",""
1145,A231SP,Conjunto de 2 Peças,Conjunto com acabamento PVD com acabamento coordenado.,"","","","",""
1146,A234MBAZ,Moldura Anjo da Guarda,"Moldura Anjo da Guarda com dizeres em Madeira com Aplicação PVD, peça simbólica com acabamento cuidado. Dimensões: 13x18 cm.",13x18 cm,Azul,Anjo,"",""
1147,A234MBRO,Moldura Anjo da Guarda ,"Moldura Anjo da Guarda com dizeres em Madeira com Aplicação PVD, peça simbólica com acabamento cuidado. Dimensões: 13x18 cm.",13x18 cm,Rosa,"","",""
1148,A234BRO,Moldura Anjo,Moldura com acabamento PVD com design elegante para exposição de fotografias. Dimensões: 13x18 cm. Peça decorativa elegante.,13x18 cm,Rosa,"","",""
1149,A234BAZ,Moldura Anjo,Moldura com acabamento PVD com design elegante para exposição de fotografias. Dimensões: 13x18 cm.,13x18 cm,Azul,Anjo,"",""
1151,A234MB,Moldura Anjo da Guarda ,"Moldura Anjo da Guarda com dizeres em Madeira com Aplicação PVD, peça simbólica com acabamento cuidado. Dimensões: 13x18 cm.",13x18 cm,"",Anjo,"",""
1152,A236BR,Moldura Criança,Moldura com design elegante para exposição de fotografias. Dimensões: 13x18 cm. Peça ideal para oferta a crianças.,13x18 cm,Branco,"","",""
1153,A236CR,Moldura Criança,Moldura com design elegante para exposição de fotografias. Dimensões: 10x15 cm. Peça ideal para oferta a crianças.,10x15 cm,"","","",""
1154,A236BA,Moldura Criança,Moldura com design elegante para exposição de fotografias. Dimensões: 13x18 cm. Peça ideal para oferta a crianças.,13x18 cm,"","","",""
1155,A236CA,Moldura Criança,Moldura com design elegante para exposição de fotografias. Dimensões: 10x15 cm. Peça ideal para oferta a crianças.,10x15 cm,"","","",""
1156,A236B,Moldura Criança,Moldura com design elegante para exposição de fotografias. Dimensões: 13x18 cm. Peça ideal para oferta a crianças.,13x18 cm,"","","",""
1157,A236C,Moldura Criança,Moldura com design elegante para exposição de fotografias. Dimensões: 10x15 cm. Peça ideal para oferta a crianças.,10x15 cm,"","","",""
1158,A236SA,Saco Porta-Chupeta,"Saco porta-chupeta, cor Azul. Acessório prático e elegante para o dia a dia do bebé.","",Azul,"","",""
1159,A236SR,Saco Porta-Chupeta,"Saco porta-chupeta, cor Rosa. Peça decorativa elegante. Acessório prático e elegante para o dia a dia do bebé.","",Rosa,"","",""
1160,A236PR,Porta-Chupeta,Porta-Chupeta. Peça decorativa elegante.,"","","","",""
1161,A236SPA,Conjunto de 2 Peças,Conjunto com acabamento coordenado.,"","","","",""
1162,A236SPR,Conjunto de 2 Peças,Conjunto com acabamento coordenado. Peça decorativa elegante.,"","","","",""
1163,A236TA,Talheres de Criança,"Talheres com acabamento cuidado, apresentados em estojo. Peça ideal para oferta a crianças.","","","","",""
1164,A236TR,Talheres de Criança,"Talheres com acabamento cuidado, apresentados em estojo. Peça ideal para oferta a crianças.","","","","",""
1165,A236SP,Conjunto de 2 Peças,Conjunto com acabamento coordenado.,"","","","",""
1166,A237BA,Moldura Criança,Moldura com design elegante para exposição de fotografias. Dimensões: 13x18 cm. Peça ideal para oferta a crianças.,13x18 cm,"","","",""
1167,A237DA,Moldura Criança,Moldura com design elegante para exposição de fotografias. Dimensões: 9x13 cm. Peça ideal para oferta a crianças.,9x13 cm,"","","",""
1168,A237BR,Moldura Criança,Moldura com design elegante para exposição de fotografias. Dimensões: 13x18 cm. Peça ideal para oferta a crianças.,13x18 cm,Branco,"","",""
1169,A237DR,Moldura Criança,Moldura com design elegante para exposição de fotografias. Dimensões: 9x13 cm. Peça ideal para oferta a crianças.,9x13 cm,"","","",""
1170,A237PA,Porta-Chupeta,"Porta-Chupeta. Peça com acabamento cuidado, ideal para oferta ou decoração.","","","","",""
1171,A237SPA,Conjunto de 2 Peças,Conjunto com acabamento coordenado.,"","","","",""
1172,A237SA,Saco Porta-Chupeta,"Saco porta-chupeta, cor Azul. Acessório prático e elegante para o dia a dia do bebé.","",Azul,"","",""
1173,A237SR,Saco Porta-Chupeta,"Saco porta-chupeta, cor Rosa. Peça decorativa elegante. Acessório prático e elegante para o dia a dia do bebé.","",Rosa,"","",""
1174,A237PR,Porta-Chupeta,Porta-Chupeta. Peça decorativa elegante.,"","","","",""
1175,A237SPR,Conjunto de 2 Peças,Conjunto com acabamento coordenado. Peça decorativa elegante.,"","","","",""
1176,A237TA,Talheres de Criança,"Talheres com acabamento cuidado, apresentados em estojo. Peça ideal para oferta a crianças.","","","","",""
1177,A237TR,Talheres de Criança,"Talheres com acabamento cuidado, apresentados em estojo. Peça ideal para oferta a crianças.","","","","",""
1191,A271BAZ,Moldura Criança,Moldura com acabamento PVD com design elegante para exposição de fotografias. Dimensões: 13x18 cm. Peça ideal para oferta a crianças.,13x18 cm,Azul,"","",""
1192,A271CAZ,Moldura Criança,Moldura com acabamento PVD com design elegante para exposição de fotografias. Dimensões: 10x15 cm. Peça ideal para oferta a crianças.,10x15 cm,Azul,"","",""
1193,A271BRO,Moldura Criança,Moldura com acabamento PVD com design elegante para exposição de fotografias. Dimensões: 13x18 cm. Peça ideal para oferta a crianças.,13x18 cm,Rosa,"","",""
1194,A271CRO,Moldura Criança,Moldura com acabamento PVD com design elegante para exposição de fotografias. Dimensões: 10x15 cm. Peça ideal para oferta a crianças.,10x15 cm,Rosa,"","",""
1195,A271SPAZ,Conjunto de 2 Peças,Conjunto com acabamento coordenado.,"",Azul,"","",""
1196,A271SPRO,Conjunto de 2 Peças,Conjunto com acabamento coordenado. Peça decorativa elegante.,"",Rosa,"","",""
1197,A271SP,Conjunto de 2 Peças,Conjunto com acabamento coordenado.,"","","","",""
1198,A272B,Moldura Criança,Moldura com acabamento PVD com design elegante para exposição de fotografias. Dimensões: 13x18 cm. Peça ideal para oferta a crianças.,13x18 cm,"","","",""
1199,A272C,Moldura Criança,Moldura com acabamento PVD com design elegante para exposição de fotografias. Dimensões: 10x15 cm. Peça ideal para oferta a crianças.,10x15 cm,"","","",""
1200,A272BRO,Moldura Criança,Moldura com acabamento PVD com design elegante para exposição de fotografias. Dimensões: 13x18 cm. Peça ideal para oferta a crianças.,13x18 cm,Rosa,"","",""
1201,A272CRO,Moldura Criança,Moldura com acabamento PVD com design elegante para exposição de fotografias. Dimensões: 10x15 cm. Peça ideal para oferta a crianças.,10x15 cm,Rosa,"","",""
1203,A272CAZ,Moldura Criança,Moldura com acabamento PVD com design elegante para exposição de fotografias. Dimensões: 10x15 cm. Peça ideal para oferta a crianças.,10x15 cm,Azul,"","",""
1204,A272/5B,Álbum Criança,"Álbum fotográfico com acabamento PVD, ideal para guardar memórias especiais. Dimensões: 20x25 cm. Peça ideal para oferta a crianças.",20x25 cm,"","","",""
1205,A273T,Talher de Criança,"Talheres com acabamento cuidado, apresentados em estojo. Peça ideal para oferta a crianças.","","","","",""
1206,A273B,Moldura Criança,Moldura com acabamento PVD com design elegante para exposição de fotografias. Dimensões: 13x18 cm. Peça ideal para oferta a crianças.,13x18 cm,"","","",""
1207,A273C,Moldura Criança,Moldura com acabamento PVD com design elegante para exposição de fotografias. Dimensões: 10x15 cm. Peça ideal para oferta a crianças.,10x15 cm,"","","",""
1208,A273/5B,Álbum Criança,"Álbum fotográfico com acabamento PVD, ideal para guardar memórias especiais. Dimensões: 20x25 cm. Peça ideal para oferta a crianças.",20x25 cm,"","","",""
1209,A273MC,Medalha Criança,"Medalha decorativa com mecanismo de música, peça simbólica com acabamento cuidado. Dimensões: 8,5x12 cm. Peça ideal para oferta a crianças.","","","","",""
1210,A273MB,Medalha Criança,"Medalha decorativa com mecanismo de música, peça simbólica com acabamento cuidado. Dimensões: 8,5x12 cm. Peça ideal para oferta a crianças.","","","","",""
1211,A273SP,Conjunto de 2 Peças,Conjunto com acabamento coordenado.,"","","","",""
1212,A274/5B,Álbum Criança,"Álbum fotográfico com acabamento PVD, ideal para guardar memórias especiais. Dimensões: 20x25 cm. Peça ideal para oferta a crianças.",20x25 cm,"","","",""
1218,A3233/01C,Porta-Chupeta,"Porta-Chupeta com acabamento PVD. Peça com acabamento cuidado, ideal para oferta ou decoração.","","","","",""
1219,A3233/01R,Porta-Chupeta,Porta-Chupeta com acabamento PVD. Peça decorativa elegante.,"","","","",""
1220,A3233/02C,Saco Porta-Chupeta,"Saco porta-chupeta com acabamento PVD, cor Azul. Acessório prático e elegante para o dia a dia do bebé.","",Azul,"","",""
1221,A3233/02R,Saco Porta-Chupeta,"Saco porta-chupeta com acabamento PVD, cor Rosa. Peça decorativa elegante. Acessório prático e elegante para o dia a dia do bebé.","",Rosa,"","",""
1222,A3233/03C,Talheres de Criança,"Talheres com acabamento cuidado, apresentados em estojo. Peça ideal para oferta a crianças.","","","","",""
1223,A3233/03R,Talheres de Criança,"Talheres com acabamento cuidado, apresentados em estojo. Peça ideal para oferta a crianças.","","","","",""
1225,A3460/10B,Moldura Urso,Moldura com acabamento PVD com design elegante para exposição de fotografias. Dimensões: 10x15 cm.,10x15 cm,"",Urso,"",""
1226,A3463/01B,Porta-Chupeta,"Porta-Chupeta com acabamento PVD. Peça com acabamento cuidado, ideal para oferta ou decoração.","","","","",""
1227,A3463/02B,Saco Porta-Chupeta,Saco porta-chupeta com acabamento PVD. Acessório prático e elegante para o dia a dia do bebé.,"","","","",""
1228,A3464/01B,Conjunto de 2 Peças,Conjunto com acabamento PVD com acabamento coordenado.,"","","","",""
1229,A3465/06C,Porta-Dentinho,"Porta-Dentinho em madeira. Dimensões: 6x5,5 cm. Peça com acabamento cuidado, ideal para oferta ou decoração.","","","","",""
1230,A3465/06R,Porta-Dentinho,"Porta-Dentinho em madeira. Dimensões: 6x5,5 cm. Peça decorativa elegante.","","","","",""
1231,A3465/01B,Mealheiro,"Mealheiro decorativo com acabamento PVD. Peça funcional e decorativa, ideal para oferta a crianças.","","","","",""
1232,A3466/04B,Conjunto de 2 Peças Escova e Pente,Conjunto com acabamento coordenado.,"","","","",""
1238,A766SBR,Bolsa Porta-Chupeta,"Bolsa porta-chupeta, cor Branco. Acessório prático e elegante para o dia a dia do bebé.","",Branco,"","",""
1239,A767SPBR,Conjunto de 2 Peças,Conjunto com acabamento PVD com acabamento coordenado.,"",Branco,"","",""
1248,A904RO,Talher de Criança,"Talheres com acabamento cuidado, apresentados em estojo. Peça ideal para oferta a crianças.","",Rosa,"","",""
1251,A956BLRO,Moldura Criança,Moldura com acabamento PVD com design elegante para exposição de fotografias. Dimensões: 13x18 cm. Peça ideal para oferta a crianças.,13x18 cm,Rosa,"","",""
1252,A958PAZ,Porta-Chupeta,"Porta-Chupeta com acabamento PVD. Peça com acabamento cuidado, ideal para oferta ou decoração.","",Azul,"","",""
1257,B3080BLAZ,Moldura Criança,Moldura em bilaminado com design elegante para exposição de fotografias. Dimensões: 13x18 cm. Peça ideal para oferta a crianças.,13x18 cm,Azul,"","",""
1258,B3081BL,Moldura Criança,Moldura em bilaminado com design elegante para exposição de fotografias. Dimensões: 13x18 cm. Peça ideal para oferta a crianças.,13x18 cm,"","","",""
1259,B3083SRO,Moldura Criança,Moldura com design elegante para exposição de fotografias. Peça ideal para oferta a crianças.,"",Rosa,"","",""
1260,B3090/RO,Moldura Criança,Moldura com design elegante para exposição de fotografias. Peça ideal para oferta a crianças.,"",Rosa,"","",""
1261,B3090CAZ/CRO,Moldura Criança,Moldura com design elegante para exposição de fotografias. Peça ideal para oferta a crianças.,"",Azul,"","",""
1264,B3150BL,Moldura Criança,Moldura em bilaminado com design elegante para exposição de fotografias. Dimensões: 13x18 cm. Peça ideal para oferta a crianças.,13x18 cm,"","","",""
1265,B3751CRO,Moldura Elefante,Moldura com design elegante para exposição de fotografias. Dimensões: 10x15 cm. Peça decorativa elegante.,10x15 cm,Rosa,"","",""
1266,B3751MCRO,Moldura Criança Madeira,Moldura em madeira com design elegante para exposição de fotografias. Dimensões: 10x15 cm. Peça ideal para oferta a crianças.,10x15 cm,Rosa,"","",""
1267,B3751MBRO,Moldura Criança Madeira,Moldura em madeira com design elegante para exposição de fotografias. Dimensões: 13x18 cm. Peça ideal para oferta a crianças.,13x18 cm,Rosa,"","",""
1268,B3752CAZ,Moldura Elefante,Moldura com design elegante para exposição de fotografias. Dimensões: 10x15 cm.,10x15 cm,Azul,"","",""
1269,B3752MCAZ,Moldura Criança Madeira,Moldura em madeira com design elegante para exposição de fotografias. Dimensões: 10x15 cm. Peça ideal para oferta a crianças.,10x15 cm,Azul,"","",""
1279,A768TBR,Talher de Criança,"Talheres com acabamento PVD com acabamento cuidado, apresentados em estojo. Peça ideal para oferta a crianças.","",Branco,"","",""
1280,A787SAZ,Saco Porta-Chupeta,"Saco porta-chupeta, cor Azul. Acessório prático e elegante para o dia a dia do bebé.","",Azul,"","",""
1281,A788SPRO,Conjunto de 2 Peças,Conjunto com acabamento PVD com acabamento coordenado. Peça decorativa elegante.,"",Rosa,"","",""
1283,A794SBR,Saco Porta-Chupeta,"Saco porta-chupeta, cor Branco. Acessório prático e elegante para o dia a dia do bebé.","",Branco,"","",""
1284,A796TBR,Talher de Criança,"Talheres com acabamento PVD com acabamento cuidado, apresentados em estojo. Peça ideal para oferta a crianças.","",Branco,"","",""
1285,A799RO,Luz de Presença,Luz de Presença. Peça decorativa elegante.,"",Rosa,"","",""
1286,A932PRO,Porta-Chupeta,Porta-Chupeta com acabamento PVD. Peça decorativa elegante.,"",Rosa,"","",""
1289,A935TRO,Talheres de Criança,"Talheres com acabamento PVD com acabamento cuidado, apresentados em estojo. Peça ideal para oferta a crianças.","",Rosa,"","",""
1294,A941AZ,Talheres de Criança,"Talheres com acabamento PVD com acabamento cuidado, apresentados em estojo. Peça ideal para oferta a crianças.","",Azul,"","",""
1296,A962AZ,Caixa do Primeiro Dente,Caixa decorativa com acabamento PVD com acabamento cuidado.,"",Azul,"","",""
1302,B2932AZ,Caixa do Primeiro Dente,Caixa decorativa com acabamento cuidado.,"",Azul,"","",""
1303,B2980BL,Moldura Criança,Moldura com design elegante para exposição de fotografias. Dimensões: 13x18 cm. Peça ideal para oferta a crianças.,13x18 cm,"","","",""
1305,B3115SAZ,Saco Porta-Chupeta,"Saco porta-chupeta, cor Azul. Acessório prático e elegante para o dia a dia do bebé.","",Azul,"","",""
1307,B3144PBR,Porta-Chupeta,"Porta-Chupeta. Peça com acabamento cuidado, ideal para oferta ou decoração.","",Branco,"","",""
1308,B3145SBR,Saco Porta-Chupeta,"Saco porta-chupeta, cor Branco. Acessório prático e elegante para o dia a dia do bebé.","",Branco,"","",""
1311,B3602BR,Talheres de Criança,"Talheres com acabamento cuidado, apresentados em estojo. Peça ideal para oferta a crianças.","",Branco,"","",""
1312,B3618RO,Caixa do Primeiro Dente,Caixa decorativa em bilaminado com acabamento cuidado. Peça decorativa elegante.,"",Rosa,"","",""
1313,B3619PRO,Porta-Chupeta,Porta-Chupeta. Peça decorativa elegante.,"",Rosa,"","",""
1316,B3658BR,Caixa do Primeiro Dente,Caixa decorativa em bilaminado com acabamento cuidado.,"",Branco,"","",""
1317,B3660SBR,Saco Porta-Chupeta,"Saco porta-chupeta, cor Branco. Acessório prático e elegante para o dia a dia do bebé.","",Branco,"","",""
1318,B3678BR,Caixa do Primeiro Dente,Caixa decorativa com acabamento cuidado.,"",Branco,"","",""
1319,B3982RO,Conjunto de 2 Peças,Conjunto com acabamento coordenado. Peça decorativa elegante.,"",Rosa,"","",""
1325,A273RO,Talher de Criança,"Talheres com acabamento cuidado, apresentados em estojo. Peça ideal para oferta a crianças.","",Rosa,"","",""
1326,A854RO,Talher de Criança,"Talheres com acabamento cuidado, apresentados em estojo. Peça ideal para oferta a crianças.","",Rosa,"","",""
1329,A966SAZ,Saco Porta-Chupeta,"Saco porta-chupeta, cor Azul. Acessório prático e elegante para o dia a dia do bebé.","",Azul,"","",""
1330,B2087R,Talher de Criança,"Talheres com acabamento cuidado, apresentados em estojo. Peça ideal para oferta a crianças.","","","","",""
1332,B2381PBR,Porta-Chupeta,"Porta-Chupeta. Peça com acabamento cuidado, ideal para oferta ou decoração.","",Branco,"","",""
1333,B2382SBR,Saco Porta-Chupeta,"Saco porta-chupeta, cor Branco. Acessório prático e elegante para o dia a dia do bebé.","",Branco,"","",""
1335,B3073SRO,Saco Porta-Chupeta,"Saco porta-chupeta, cor Rosa. Peça decorativa elegante. Acessório prático e elegante para o dia a dia do bebé.","",Rosa,"","",""
1337,B3077BR,Conjunto de 2 Peças,Conjunto com acabamento coordenado.,"",Branco,"","",""
1340,B3155BR,Saco Porta-Chupeta,"Saco porta-chupeta, cor Branco. Acessório prático e elegante para o dia a dia do bebé.","",Branco,"","",""
1341,B3156BR,Conjunto de 2 Peças,Conjunto com acabamento coordenado.,"",Branco,"","",""
1343,B3534SBR,Saco Porta-Chupeta,"Saco porta-chupeta, cor Branco. Acessório prático e elegante para o dia a dia do bebé.","",Branco,"","",""
1344,B3540SBR,Saco Porta-Chupeta,"Saco porta-chupeta, cor Branco. Acessório prático e elegante para o dia a dia do bebé.","",Branco,"","",""
1345,B3541BR,Conjunto de 2 Peças,Conjunto com acabamento coordenado.,"",Branco,"","",""
1346,B3595BR,Conjunto de 2 Peças,Conjunto com acabamento coordenado.,"",Branco,"","",""
1349,B3642AZ,Talher de Criança,"Talheres com acabamento cuidado, apresentados em estojo. Peça ideal para oferta a crianças.","",Azul,"","",""
1350,B3679PBR,Porta-Chupeta,"Porta-Chupeta. Peça com acabamento cuidado, ideal para oferta ou decoração.","",Branco,"","",""
1351,B3680SBR,Saco Porta-Chupeta,"Saco porta-chupeta, cor Branco. Acessório prático e elegante para o dia a dia do bebé.","",Branco,"","",""
1352,B3682BR,Talher de Criança,"Talheres com acabamento cuidado, apresentados em estojo. Peça ideal para oferta a crianças.","",Branco,"","",""
1353,B3630BAZ,Moldura Gato,"Moldura decorativa para fotografias, com design cuidado e acabamento premium. Dimensões: 13x18 cm.",13x18 cm,Azul,"","",""
1356,B4400DRO,Moldura Urso Flores,"Moldura decorativa em bilaminado para fotografias, com design cuidado e acabamento premium. Dimensões: 9x13 cm.",9x13 cm,Rosa,"","",""
1357,B4430BL,Moldura Urso Flores Laranja,"Moldura decorativa em bilaminado para fotografias, com design cuidado e acabamento premium. Dimensões: 13x18 cm.",13x18 cm,"",Urso,"",""
1358,B4430DL,Moldura Urso Flores Laranja,"Moldura decorativa em bilaminado para fotografias, com design cuidado e acabamento premium. Dimensões: 9x13 cm.",9x13 cm,"",Urso,"",""
1362,B3670DR,Moldura Gato Borboletas,"Moldura decorativa em bilaminado para fotografias, com design cuidado e acabamento premium. Dimensões: 9x13 cm.",9x13 cm,"","","",""
1363,B3939/CAZ,Caixa de Música Gato,Caixa decorativa com acabamento cuidado. Dimensões: 16x13 cm.,"",Azul,"","",""
1364,B4440BL,Moldura Urso Corações,"Moldura decorativa em bilaminado para fotografias, com design cuidado e acabamento premium. Dimensões: 13x18 cm.",13x18 cm,"",Urso,"",""
1366,B4410BRO,Moldura Urso Corações,"Moldura decorativa em bilaminado para fotografias, com design cuidado e acabamento premium. Dimensões: 13x18 cm.",13x18 cm,Rosa,"","",""
1367,B2217,Talheres Urso,"Talheres com acabamento cuidado, apresentados em estojo.","","",Urso,"",""
1368,B4410DRO,Moldura Urso Corações,"Moldura decorativa em bilaminado para fotografias, com design cuidado e acabamento premium. Dimensões: 9x13 cm.",9x13 cm,Rosa,"","",""
1373,B2373PSAZ,Pega-Chupeta Urso,"Pega-Chupeta Urso. Peça com acabamento cuidado, ideal para oferta ou decoração.","",Azul,"","",""
1375,B2371PRO,Pega-Chupeta Borboletas,"Pega-Chupeta Urso. Peça com acabamento cuidado, ideal para oferta ou decoração.","",Rosa,"","",""
1376,B2360BL,Moldura Borboletas,"Moldura decorativa para fotografias, com design cuidado e acabamento premium. Dimensões: 13x18 cm.",13x18 cm,"","","",""
1377,B2360DL,Moldura Borboletas,"Moldura decorativa para fotografias, com design cuidado e acabamento premium. Dimensões: 9x13 cm.",9x13 cm,"","","",""
1378,B2363BR,Pega-Chupeta Borboletas,"Pega-Chupeta Borboletas. Peça com acabamento cuidado, ideal para oferta ou decoração.","",Branco,"","",""
1379,B2361PBR,Pega-Chupeta,"Pega-Chupeta Borboletas. Peça com acabamento cuidado, ideal para oferta ou decoração.","",Branco,"","",""
1380,B2362SBR,Bolsa Porta-Chupeta,"Bolsa porta-chupeta, cor Branco. Acessório prático e elegante para o dia a dia do bebé.","",Branco,"","",""
1382,B3107AZ,Conjunto de 2 Peças Urso Flor,Conjunto com acabamento coordenado.,"",Azul,"","",""
1386,B17/1249,Moldura Flores Camilletti,"Moldura decorativa para fotografias, com design cuidado e acabamento premium. Dimensões: 9x13 cm.",9x13 cm,"","","",""
1390,B2911BR,Moldura Laço Branco,"Moldura decorativa para fotografias, com design cuidado e acabamento premium. Dimensões: 13x18 cm.",13x18 cm,Branco,"","",""
1391,B2350BLAZ,Moldura Príncipe,"Moldura decorativa para fotografias, com design cuidado e acabamento premium. Dimensões: 13x18 cm.",13x18 cm,Azul,"","",""
1392,B3300BAZ,Moldura Laço,"Moldura decorativa para fotografias, com design cuidado e acabamento premium. Dimensões: 13x18 cm.",13x18 cm,Azul,"","",""
1393,B40/0087,Álbum Fotos Sapo Rosa,"Álbum fotográfico, ideal para guardar memórias especiais. Dimensões: 20x25 cm. Peça decorativa elegante.",20x25 cm,Rosa,"","",""
1394,B40/0086,Álbum Fotos Sapo Azul,"Álbum fotográfico, ideal para guardar memórias especiais. Dimensões: 20x25 cm.",20x25 cm,Azul,"","",""
1396,A371T,Placa para Gravação,Placa para gravação personalizada. Dimensões: 9x13 cm.,9x13 cm,"","","",""
1397,B36/7001,Moldura Fim de Curso,"Moldura decorativa para fotografias, com design cuidado e acabamento premium. Dimensões: 15x20 cm. Ideal para celebrar a conclusão de curso.",15x20 cm,"","","",""
1399,BN914MS,Bibelot Fim de Curso,"Bibelot decorativo. Dimensões: 4,5x6,5 cm. Peça de decoração elegante, ideal para oferta ou para complementar ambientes sofisticados.","","","","",""
1400,BN271MS,Mocho,"Bibelot decorativo com motivo de mocho. Altura: 4,5 cm. Peça de decoração elegante, ideal para oferta ou para complementar ambientes sofisticados.","","",Mocho,"",""
1401,BN518M,Mocho,"Bibelot decorativo com motivo de mocho. Altura: 12,5 cm. Peça de decoração elegante, ideal para oferta ou para complementar ambientes sofisticados.","","",Mocho,"",""
1402,BA1259MP,Mocho com Suporte de Caneta,"Bibelot decorativo com motivo de mocho. Dimensões: 6,5x7,5 cm. Peça de decoração elegante, ideal para oferta ou para complementar ambientes sofisticados.","","","","",""
1403,BA1275MP,Mocho com Suporte de Caneta,"Bibelot decorativo com motivo de mocho. Dimensões: 9x9 cm. Peça de decoração elegante, ideal para oferta ou para complementar ambientes sofisticados.",9x9 cm,"","","",""
1421,AE6360,Perfumador,Perfumador decorativo. Peça elegante para ambientar e decorar espaços.,"","","","",""
1423,PVR2,Vela Redonda Prata,"Vela decorativa em prata com detalhes refinados. Altura: 1,6 cm.","","","","",""
1424,BN180,Bibelot Alcachofra,"Bibelot decorativo com motivo de alcachofra. Dimensões: 4,5x2,5 cm. Peça de decoração elegante, ideal para oferta ou para complementar ambientes sofisticados.",4.5x2.5 cm,"","","",""
1453,P2643MG,Concha Batismo com Prata,"Concha em prata, peça tradicional para cerimónias religiosas. Ideal para cerimónias de batismo.","","","","",""
1651,PB2996,Brinco com Fecho Ómega em Prata,Brinco em prata com acabamento cuidado. Peça de joalharia elegante.,"","","","",""
